id,iebc_ward_name,count,province,district,division,pcode,status,no,shape_type,status_1,created_at,updated_at,voided,county,constituency
413,Kahawa Wendan,1,Central,Thika,Ruiru,KE0414,,573,Polygon,spelling,2026-03-04 16:05:53.484241,2026-03-04 16:27:35.341469,f,,Ruiru
25,Amukura Central,5,Western,Teso,Amukura,KE0026,,1132,Polygon,,2026-03-04 16:05:49.9408,2026-03-04 16:27:31.79267,f,,Amukura
26,Amukura East,9,Western,Teso,Amukura,KE0027,,1131,Polygon,,2026-03-04 16:05:49.952879,2026-03-04 16:27:31.804977,f,,Amukura
27,Amukura West,6,Western,Teso,Amukura,KE0028,,1130,Polygon,,2026-03-04 16:05:49.966707,2026-03-04 16:27:31.813052,f,,Amukura
28,Angata Barikoi,5,Rift Valley,Transmara,Lolgorian,KE0029,,883,Polygon,done,2026-03-04 16:05:49.982267,2026-03-04 16:27:31.821963,f,,Lolgorian
29,Ang'orom,3,Western,Teso,Chakol,KE0030,,1127,Polygon,,2026-03-04 16:05:49.995769,2026-03-04 16:27:31.828946,f,,Chakol
30,Ang'urai East,7,Western,Teso,Ang'urai,KE0031,,1125,Polygon,spelling,2026-03-04 16:05:50.032218,2026-03-04 16:27:31.835815,f,,Ang'urai
31,Ang'urai North,8,Western,Teso,Ang'urai,KE0032,,1124,Polygon,,2026-03-04 16:05:50.04574,2026-03-04 16:27:31.842374,f,,Ang'urai
32,Ang'urai South,8,Western,Teso,Ang'urai,KE0033,,1123,Polygon,,2026-03-04 16:05:50.061345,2026-03-04 16:27:31.855337,f,,Ang'urai
39,Athi,9,Eastern,Kitui,Ikutha,KE0040,,370,Polygon,,2026-03-04 16:05:50.154434,2026-03-04 16:27:31.980853,f,Kitui,Ikutha
66,Batalu,2,North Eastern,Wajir,Buna,KE0067,,165,Polygon,,2026-03-04 16:05:50.76546,2026-03-04 16:27:32.109946,f,Wajir,Buna
98,Bukembe East,2,Western,Bungoma,Kanduyi,KE0099,,1097,Polygon,,2026-03-04 16:05:50.985583,2026-03-04 16:27:32.27702,f,Bungoma,Kanduyi
124,Butsotso East,3,Western,Kakamega,Lurambi,KE0125,,1009,Polygon,,2026-03-04 16:05:51.24201,2026-03-04 16:27:32.55262,f,Kakamega,Lurambi
125,Butsotso South,3,Western,Kakamega,Lurambi,KE0126,,1010,Polygon,,2026-03-04 16:05:51.24853,2026-03-04 16:27:32.56819,f,Kakamega,Lurambi
162,Chemundu/Kapng'entuny,3,Rift Valley,Nandi,Kapsabet,KE0163,,765,Polygon,spelling,2026-03-04 16:05:51.620636,2026-03-04 16:27:33.019061,f,Nandi,Kapsabet
191,Churo/Amaya,5,Rift Valley,Baringo,Tangulbei,KE0192,,787,Polygon,,2026-03-04 16:05:51.772772,2026-03-04 16:27:33.453338,f,Baringo,Tangulbei
227,East Wanga,3,Western,Kakamega,East Wanga,KE0228,,1026,Polygon,,2026-03-04 16:05:52.108768,2026-03-04 16:27:33.672617,f,Kakamega,East Wanga
247,Emsoo,6,Rift Valley,Elgeyo Marakwet,Tambach,KE0248,,742,Polygon,,2026-03-04 16:05:52.219146,2026-03-04 16:27:33.889449,f,Elgeyo Marakwet,Tambach
269,Ganyure,3,North Eastern,Wajir,Griftu,KE0270,,179,Polygon,spelling,2026-03-04 16:05:52.486331,2026-03-04 16:27:34.12,f,Wajir,Griftu
279,Gathanji,2,Central,Nyandarua,Ol Joro Orok,KE0280,,458,Polygon,,2026-03-04 16:05:52.538405,2026-03-04 16:27:34.195747,f,Nyandarua,Ol Joro Orok
320,Habaswein,6,North Eastern,Wajir,Habaswein,KE0321,,187,Polygon,spelling,2026-03-04 16:05:52.832302,2026-03-04 16:27:34.570175,f,Wajir,Habaswein
364,Imbirikani/Eselenkei,3,Rift Valley,Kajiado,Loitokitok,KE0365,,932,Polygon,spelling,2026-03-04 16:05:53.181323,2026-03-04 16:27:34.996543,f,Kajiado,Loitokitok
388,Kabarnet,10,Rift Valley,Baringo,Kabarnet,KE0389,,793,Polygon,,2026-03-04 16:05:53.304576,2026-03-04 16:27:35.237048,f,Baringo,Kabarnet
395,Kabiemit,11,Rift Valley,Elgeyo Marakwet,Chepkorio,KE0396,,749,Polygon,,2026-03-04 16:05:53.341925,2026-03-04 16:27:35.281403,f,Elgeyo Marakwet,Chepkorio
433,Kamacharia,4,Central,Murang'a,Mathioya,KE0434,,521,Polygon,,2026-03-04 16:05:53.596619,2026-03-04 16:27:35.497658,f,Murang'a,Mathioya
467,Kapchemutwa,10,Rift Valley,Elgeyo Marakwet,Kamariny,KE0468,,744,Polygon,,2026-03-04 16:05:53.889251,2026-03-04 16:27:35.667572,f,Elgeyo Marakwet,Kamariny
469,Kapchorwa,11,Rift Valley,Nandi,Nandi Hills,KE0470,,764,Polygon,spelling,2026-03-04 16:05:53.900583,2026-03-04 16:27:35.693245,f,Nandi,Nandi Hills
483,Kapsaos,3,Rift Valley,Kericho,Ainamoi,KE0484,,712,Polygon,,2026-03-04 16:05:53.968614,2026-03-04 16:27:35.824848,f,Kericho,Ainamoi
516,Karuna/Meibeki,6,Rift Valley,Uasin Gishu,Moiben,KE0517,,716,Polygon,,2026-03-04 16:05:54.151816,2026-03-04 16:27:36.057025,f,Uasin Gishu,Moiben
586,Kilibwoni,30,Rift Valley,Nandi,Kilibwoni,KE0587,,773,Polygon,,2026-03-04 16:05:54.600594,2026-03-04 16:27:36.482581,f,Nandi,Kilibwoni
615,Kipipiri,3,Central,Nyandarua,Kipipiri,KE0616,,450,Polygon,,2026-03-04 16:05:54.758978,2026-03-04 16:27:36.859326,f,Nyandarua,Kipipiri
642,Kitengela,3,Rift Valley,Kajiado,Isinya,KE0643,,922,Polygon,,2026-03-04 16:05:54.993927,2026-03-04 16:27:37.233405,f,Kajiado,Isinya
683,Kuku,3,Rift Valley,Kajiado,Loitokitok,KE0684,,933,Polygon,,2026-03-04 16:05:55.209793,2026-03-04 16:27:37.82065,f,Kajiado,Loitokitok
2,Kachieng',8,Nyanza,Migori,Karungu,KE0003,,1282,Polygon,,2026-03-04 16:05:19.877949,2026-03-04 16:09:19.444422,f,Migori,Nyatike
3,Kendu Bay Town,6,Nyanza,Rachuonyo,East Karachuonyo,KE0004,,1236,Polygon,,2026-03-04 16:05:19.8917,2026-03-04 16:09:19.453985,f,Homa Bay,Karachuonyo
5,Abogeta East,10,Eastern,Meru Central,Abogeta,KE0006,,293,Polygon,,2026-03-04 16:05:49.649038,2026-03-04 16:09:19.469328,f,Meru,Imenti Central
6,Abogeta West,3,Eastern,Meru Central,Abogeta,KE0007,,294,Polygon,,2026-03-04 16:05:49.661093,2026-03-04 16:09:19.477788,f,Meru,Imenti Central
7,Abothuguchi Central,10,Eastern,Meru Central,Abothuguchi Central,KE0008,,286,Polygon,,2026-03-04 16:05:49.673314,2026-03-04 16:09:19.48445,f,Meru,Imenti Central
8,Abothuguchi West,22,Eastern,Meru Central,Abothuguchi West,KE0009,,287,Polygon,,2026-03-04 16:05:49.687371,2026-03-04 16:09:19.491011,f,Meru,Imenti Central
9,Adamsajide,3,North Eastern,Wajir,Hadado,KE0010,,178,Polygon,spelling,2026-03-04 16:05:49.698952,2026-03-04 16:09:19.497248,f,Wajir,Wajir South
10,Adu,8,Coast,Malindi,Malindi,KE0011,,83,Polygon,,2026-03-04 16:05:49.711556,2026-03-04 16:09:19.503132,f,Kilifi,Malindi
11,Baraki,2,North Eastern,Garissa,Shant-abak,KE0012,,145,Polygon,done,2026-03-04 16:05:49.724764,2026-03-04 16:09:19.508557,f,Garissa,Fafi
13,Ahero,7,Nyanza,Nyando,Kadibo,KE0014,,1208,Polygon,,2026-03-04 16:05:49.752883,2026-03-04 16:09:19.520329,f,Kisumu,Nyando
18,Akachiu,8,Eastern,Meru North,Igembe South West,KE0019,,254,Polygon,,2026-03-04 16:05:49.825267,2026-03-04 16:09:19.546123,f,Meru,Igembe Central
19,Akirang'ondu,2,Eastern,Meru North,Laare,KE0020,,256,Polygon,,2026-03-04 16:05:49.838604,2026-03-04 16:09:19.550991,f,Meru,Igembe Central
24,Amuathi,2,Eastern,Meru North,Mutuati,KE0025,,265,Polygon,spelling,2026-03-04 16:05:49.930082,2026-03-04 16:09:19.578362,f,Meru,Meru North
34,Antuambui,2,Eastern,Meru North,Laare,KE0035,,261,Polygon,,2026-03-04 16:05:50.087072,2026-03-04 16:09:19.701353,f,Meru,Igembe Central
41,Athiru Gaiti,6,Eastern,Meru North,Igembe South East,KE0042,,253,Polygon,,2026-03-04 16:05:50.182437,2026-03-04 16:09:19.739978,f,Meru,Meru North
43,Athwana,6,Eastern,Meru North,Akithi,KE0044,,266,Polygon,,2026-03-04 16:05:50.21571,2026-03-04 16:09:19.749735,f,Meru,Meru North
44,Atuabetwe Kiongo,7,Eastern,Meru North,Ndoleli,KE0045,,263,Polygon,spelling,2026-03-04 16:05:50.25679,2026-03-04 16:09:19.754764,f,Meru,Meru North
45,Awasi/Onjiko,5,Nyanza,Nyando,Nyando,KE0046,,1207,Polygon,,2026-03-04 16:05:50.289522,2026-03-04 16:09:19.760005,f,Kisumu,Nyando
58,Malindi Town,1,Coast,Malindi,Malindi,KE0059,,78,Polygon,done,2026-03-04 16:05:50.640827,2026-03-04 16:09:19.822614,f,Kilifi,Malindi
65,Basuba,4,Coast,Lamu,Kiunga,KE0066,,103,Polygon,,2026-03-04 16:05:50.743899,2026-03-04 16:27:32.09238,f,Lamu,Kiunga
83,Boito,7,Rift Valley,Bureti,Kimulot,KE0084,,989,Polygon,,2026-03-04 16:05:50.889155,2026-03-04 16:27:32.238115,f,,Kimulot
104,Bukira Central/Ikerege,3,Nyanza,Kuria,Kehancha,KE0105,,1290,Polygon,spelling,2026-03-04 16:05:51.118169,2026-03-04 16:27:32.338215,f,,Kehancha
105,Bukira East,2,Nyanza,Kuria,Kehancha,KE0106,,1289,Polygon,,2026-03-04 16:05:51.125722,2026-03-04 16:27:32.344011,f,,Kehancha
122,Butiye,5,Eastern,Moyale,Central,KE0123,,221,Polygon,,2026-03-04 16:05:51.230168,2026-03-04 16:27:32.480184,f,,Imenti Central
716,Langas,1,Rift Valley,Uasin Gishu,Kapsaret,KE0717,,726,Polygon,,2026-03-04 16:05:55.462556,2026-03-04 16:27:38.023569,f,Uasin Gishu,Kapsaret
723,Lembus Central,5,Rift Valley,Baringo,Eldama Ravine,KE0724,,806,Polygon,spelling,2026-03-04 16:05:55.512145,2026-03-04 16:27:38.054795,f,Baringo,Eldama Ravine
748,Lomut,14,Rift Valley,West Pokot,Chesegon,KE0749,,649,Polygon,,2026-03-04 16:05:55.69944,2026-03-04 16:27:38.16204,f,West Pokot,Chesegon
781,Maeni,2,Western,Bungoma,Kimilili,KE0782,,1113,Polygon,,2026-03-04 16:05:55.877943,2026-03-04 16:27:38.590575,f,Bungoma,Kimilili
814,Manda/Shivanga,4,Western,Kakamega,Kabras,KE0815,,1006,Polygon,spelling,2026-03-04 16:05:56.13338,2026-03-04 16:27:38.701433,f,Kakamega,Kabras
840,Marothile,2,North Eastern,Mandera,As-habito,KE0841,,203,Polygon,,2026-03-04 16:05:56.351502,2026-03-04 16:27:38.908944,f,Mandera,As-habito
887,Megun,3,Rift Valley,Uasin Gishu,Kesses,KE0888,,725,Polygon,,2026-03-04 16:05:56.746203,2026-03-04 16:27:39.170234,f,Uasin Gishu,Kesses
902,Milangine,2,Central,Nyandarua,Ol Kalou,KE0903,,455,Polygon,spelling,2026-03-04 16:05:56.823831,2026-03-04 16:27:39.220028,f,Nyandarua,Ol Kalou
924,Moiben/Kuserwo,7,Rift Valley,Elgeyo Marakwet,Chebiemit,KE0925,,738,Polygon,,2026-03-04 16:05:56.934311,2026-03-04 16:27:39.410571,f,Elgeyo Marakwet,Chebiemit
968,Mungoma,4,Western,Vihiga,Vihiga,KE0969,,1054,Polygon,,2026-03-04 16:05:57.230871,2026-03-04 16:27:39.581077,f,Vihiga,
992,Mutonguni,9,Eastern,Kitui,Mutonguni,KE0993,,346,Polygon,spelling,2026-03-04 16:05:57.470028,2026-03-04 16:27:39.755351,f,Kitui,Mutonguni
1020,Nabiswa,1,Rift Valley,Trans Nzoia,Kiminini,KE1021,,693,Polygon,,2026-03-04 16:05:57.60547,2026-03-04 16:27:39.919358,f,Trans Nzoia,Kiminini
1033,Namwela,3,Western,Bungoma,Sirisia,KE1034,,1082,Polygon,,2026-03-04 16:05:57.680991,2026-03-04 16:27:39.975843,f,Bungoma,Sirisia
1071,Nguumo,8,Eastern,Makueni,Makindu,KE1072,,432,Polygon,,2026-03-04 16:05:57.864466,2026-03-04 16:27:40.104267,f,Makueni,Makindu
1128,Nzaui/kilili/Kalamba,12,Eastern,Makueni,Matiliku,KE1129,,429,Polygon,spelling,2026-03-04 16:05:58.222967,2026-03-04 16:27:40.333548,f,Makueni,Matiliku
1174,Ruguru/Ngandori,8,Eastern,Embu,Manyatta,KE1175,,311,Polygon,spelling,2026-03-04 16:05:58.610665,2026-03-04 16:27:40.58793,f,Embu,Manyatta
1182,Rware,1,Central,Nyeri,Nyeri Municipality,KE1183,,492,Polygon,,2026-03-04 16:05:58.724377,2026-03-04 16:27:40.613469,f,Nyeri,Nyeri Municipality
1209,Sergoit,3,Rift Valley,Uasin Gishu,Moiben,KE1210,,715,Polygon,,2026-03-04 16:05:58.863311,2026-03-04 16:27:40.702125,f,Uasin Gishu,Moiben
1235,Sikhendu,1,Rift Valley,Trans Nzoia,Kiminini,KE1236,,692,Polygon,,2026-03-04 16:05:59.067803,2026-03-04 16:27:40.894516,f,Trans Nzoia,Kiminini
1256,Sook,11,Rift Valley,West Pokot,Chepareria,KE1257,,646,Polygon,,2026-03-04 16:05:59.167812,2026-03-04 16:27:41.033066,f,West Pokot,Chepareria
1295,Tapach,9,Rift Valley,West Pokot,Tapach,KE1296,,660,Polygon,,2026-03-04 16:05:59.490871,2026-03-04 16:27:41.270483,f,West Pokot,Tapach
1336,Tulwet/Chuiyat,4,Rift Valley,Uasin Gishu,Kesses,KE1337,,729,Polygon,spelling,2026-03-04 16:05:59.796221,2026-03-04 16:27:41.498733,f,Uasin Gishu,Kesses
1394,West Bunyore,5,Western,Vihiga,Luanda,KE1395,,1075,Polygon,,2026-03-04 16:06:00.187998,2026-03-04 16:27:41.704645,f,Vihiga,Luanda
72,Birongo,2,Nyanza,Kisii Central,Keumbu,KE0073,,1335,Polygon,,2026-03-04 16:05:50.822986,2026-03-04 16:09:19.983037,f,Kisii,Kisii Central
73,Bobaracho,4,Nyanza,Kisii Central,Kiogoro,KE0074,,1331,Polygon,,2026-03-04 16:05:50.829803,2026-03-04 16:09:19.991757,f,Kisii,Kisii Central
74,Bobasi Chache,4,Nyanza,Gucha (kisii South),Sameta,KE0075,,1320,Polygon,,2026-03-04 16:05:50.836746,2026-03-04 16:09:19.996916,f,Kisii,Gucha (kisii South)
77,Bogeka,2,Nyanza,Kisii Central,Mosocho,KE0078,,1342,Polygon,,2026-03-04 16:05:50.854922,2026-03-04 16:09:20.011514,f,Kisii,Kisii Central
78,Bogertenga,3,Nyanza,Gucha (kisii South),Nyamarambe,KE0079,,1307,Polygon,spelling,2026-03-04 16:05:50.860271,2026-03-04 16:09:20.015971,f,Kisii,Gucha (kisii South)
79,Bogiakumu,5,Nyanza,Kisii Central,Suneka,KE0080,,1302,Polygon,,2026-03-04 16:05:50.865563,2026-03-04 16:09:20.020792,f,Kisii,Kisii Central
80,Bogichora,6,Nyanza,Kisii North (Nyamira),Nyamaiya,KE0081,,1353,Polygon,,2026-03-04 16:05:50.871048,2026-03-04 16:09:20.026236,f,Kisii,Kisii North (Nyamira)
81,Bogisero,4,Nyanza,Kisii Central,Mosocho,KE0082,,1341,Polygon,spelling,2026-03-04 16:05:50.877531,2026-03-04 16:09:20.031498,f,Kisii,Kisii Central
84,Bokeira,4,Nyanza,Kisii North (Nyamira),Nyamusi,KE0085,,1359,Polygon,,2026-03-04 16:05:50.894805,2026-03-04 16:09:20.047505,f,Kisii,Kisii North (Nyamira)
85,Bokeire,2,Nyanza,Kisii Central,Suneka,KE0086,,,,,2026-03-04 16:05:50.900518,2026-03-04 16:09:20.053225,f,Kisii,Kisii Central
86,Bokimonge,2,Nyanza,Gucha (kisii South),Kenyenya,KE0087,,1313,Polygon,,2026-03-04 16:05:50.906114,2026-03-04 16:09:20.058033,f,Kisii,Gucha (kisii South)
88,Bomani,1,Coast,Taita,Taita/taveta,KE0089,,113,Polygon,,2026-03-04 16:05:50.917908,2026-03-04 16:09:20.067201,f,Taita Taveta,Taita
89,Bomariba,5,Nyanza,Kisii Central,Suneka,KE0090,,1301,Polygon,,2026-03-04 16:05:50.924091,2026-03-04 16:09:20.072028,f,Kisii,Kisii Central
91,Bonyamatuta,3,Nyanza,Kisii North (Nyamira),Nyamira,KE0092,,1355,Polygon,,2026-03-04 16:05:50.937864,2026-03-04 16:09:20.081187,f,Kisii,Kisii North (Nyamira)
92,Boochi Borabu,3,Nyanza,Gucha (kisii South),Kenyenya,KE0093,,1312,Polygon,,2026-03-04 16:05:50.944131,2026-03-04 16:09:20.085762,f,Kisii,Gucha (kisii South)
93,Boochi/Tendere,4,Nyanza,Gucha (kisii South),Ogembo,KE0094,,1324,Polygon,,2026-03-04 16:05:50.950184,2026-03-04 16:09:20.090179,f,Kisii,Gucha (kisii South)
94,Borabu Masaba,2,Nyanza,Gucha (kisii South),Kenyenya,KE0095,,,,,2026-03-04 16:05:50.956515,2026-03-04 16:09:20.095154,f,Kisii,Gucha (kisii South)
95,Borabu/Chitago,6,Nyanza,Gucha (kisii South),Etago,KE0096,,1308,Polygon,,2026-03-04 16:05:50.963085,2026-03-04 16:09:20.099305,f,Kisii,Gucha (kisii South)
97,Bosoti/Sengera,2,Nyanza,Gucha (kisii South),Ogembo,KE0098,,1325,Polygon,,2026-03-04 16:05:50.977031,2026-03-04 16:09:20.107966,f,Kisii,Gucha (kisii South)
114,Bura,11,Coast,Taita,Mwatate,KE0115,,122,Polygon,,2026-03-04 16:05:51.185781,2026-03-04 16:09:20.181155,f,Taita Taveta,Taita
59,Bartabwa,8,Rift Valley,Baringo,Bartabwa,KE0060,,792,Polygon,,2026-03-04 16:05:50.65475,2026-03-04 16:27:32.06451,f,Baringo,Bartabwa
143,Chakol North,6,Western,Teso,Chakol,KE0144,,1129,Polygon,,2026-03-04 16:05:51.518443,2026-03-04 16:27:32.754235,f,,Chakol
144,Chakol South,9,Western,Teso,Chakol,KE0145,,1128,Polygon,,2026-03-04 16:05:51.525115,2026-03-04 16:27:32.769116,f,,Chakol
152,Cheboin,8,Rift Valley,Bureti,Bureti,KE0153,,952,Polygon,,2026-03-04 16:05:51.571487,2026-03-04 16:27:32.945301,f,,Bureti
156,Chemagel,7,Rift Valley,Bureti,Sotik,KE0157,,967,Polygon,,2026-03-04 16:05:51.592822,2026-03-04 16:27:32.977992,f,,Sotik
160,Chemosot,7,Rift Valley,Bureti,Roret,KE0161,,953,Polygon,,2026-03-04 16:05:51.611508,2026-03-04 16:27:33.005231,f,,Roret
170,Cheplanget,6,Rift Valley,Bureti,Bureti,KE0171,,955,Polygon,,2026-03-04 16:05:51.658358,2026-03-04 16:27:33.229379,f,,Bureti
173,Cheptais,4,Western,Mt. Elgon,Cheptais,KE0174,,1076,Polygon,,2026-03-04 16:05:51.671564,2026-03-04 16:27:33.254569,f,,Cheptais
177,Chepyuk,6,Western,Mt. Elgon,Kopsiro,KE0178,,1078,Polygon,,2026-03-04 16:05:51.690524,2026-03-04 16:27:33.276235,f,,Kopsiro
181,Chesikak,4,Western,Mt. Elgon,Cheptais,KE0182,,1077,Polygon,spelling,2026-03-04 16:05:51.711062,2026-03-04 16:27:33.298668,f,,Cheptais
560,Kiamwangi,4,Central,Thika,Gatundu South,KE0561,,551,Polygon,,2026-03-04 16:05:54.466077,2026-03-04 16:27:36.278713,f,,Gatundu South
133,Central Kamagambo,3,Nyanza,Migori,Rongo,KE0134,,1262,Polygon,,2026-03-04 16:05:51.367096,2026-03-04 16:09:20.345089,f,Migori,Rongo
134,Central Kanyamkago,5,Nyanza,Migori,Uriri,KE0135,,1279,Polygon,,2026-03-04 16:05:51.427362,2026-03-04 16:09:20.349852,f,Migori,Uriri
135,Central Kasipul,5,Nyanza,Rachuonyo,Kasipul,KE0136,,1223,Polygon,,2026-03-04 16:05:51.450874,2026-03-04 16:09:20.35471,f,Homa Bay,Rachuonyo
138,Central Nyakach,6,Nyanza,Nyando,Lower Nyakach,KE0139,,1218,Polygon,,2026-03-04 16:05:51.479951,2026-03-04 16:09:20.370101,f,Kisumu,Nyando
145,Chala,3,Coast,Taita,Taita/taveta,KE0146,,111,Polygon,,2026-03-04 16:05:51.531032,2026-03-04 16:09:20.405146,f,Taita Taveta,Taita
151,Chawia,4,Coast,Taita,Mwatate,KE0152,,123,Polygon,,2026-03-04 16:05:51.565976,2026-03-04 16:09:20.431188,f,Taita Taveta,Taita
158,Chemelil,8,Nyanza,Nyando,Muhoroni,KE0159,,1214,Polygon,,2026-03-04 16:05:51.602088,2026-03-04 16:09:20.462365,f,Kisumu,Nyando
14,Ainabkoi/Olare,11,Rift Valley,Uasin Gishu,Ainabkoi,KE0015,,721,Polygon,,2026-03-04 16:05:49.775238,2026-03-04 16:27:31.612639,f,Uasin Gishu,Ainabkoi
207,Dekaharia,3,North Eastern,Ijara,Hulugho,KE0208,,153,Polygon,,2026-03-04 16:05:51.868534,2026-03-04 16:27:33.491922,f,,Hulugho
245,Embomos,11,Rift Valley,Bureti,Konoin,KE0246,,990,Polygon,,2026-03-04 16:05:52.209003,2026-03-04 16:27:33.789986,f,,Konoin
246,Emining,11,Rift Valley,Koibatek,Emining,KE0247,,803,Polygon,,2026-03-04 16:05:52.213733,2026-03-04 16:27:33.879196,f,,Emining
189,Chogoria,10,Eastern,Meru South,Mwimbi,KE0190,,300,Polygon,,2026-03-04 16:05:51.760981,2026-03-04 16:09:20.624989,f,Meru,Meru South
195,Dadaab,1,North Eastern,Garissa,Dadaab,KE0196,,147,Polygon,,2026-03-04 16:05:51.795123,2026-03-04 16:09:20.652322,f,Garissa,Dadaab
198,Damajale,3,North Eastern,Garissa,Dadaab,KE0199,,149,Polygon,,2026-03-04 16:05:51.814821,2026-03-04 16:09:20.666035,f,Garissa,Dadaab
210,Dertu,1,North Eastern,Garissa,Dadaab,KE0211,,146,Polygon,,2026-03-04 16:05:51.983675,2026-03-04 16:09:20.776897,f,Garissa,Dadaab
216,East Asembo,5,Nyanza,Bondo,Rarieda,KE0217,,1181,Polygon,,2026-03-04 16:05:52.046696,2026-03-04 16:09:20.810869,f,Siaya,Bondo
220,East Kamagak,2,Nyanza,Rachuonyo,Kasipul,KE0221,,1224,Polygon,,2026-03-04 16:05:52.070415,2026-03-04 16:09:20.833559,f,Homa Bay,Rachuonyo
221,East Kamagambo,6,Nyanza,Migori,Rongo,KE0222,,1263,Polygon,,2026-03-04 16:05:52.075818,2026-03-04 16:09:20.838609,f,Migori,Rongo
223,East Kanyamkago,2,Nyanza,Migori,Uriri,KE0224,,1281,Polygon,,2026-03-04 16:05:52.087045,2026-03-04 16:09:20.84954,f,Migori,Uriri
231,Ekerenyo,1,Nyanza,Kisii North (Nyamira),Ekerenyo,KE0232,,1361,Polygon,,2026-03-04 16:05:52.129499,2026-03-04 16:09:20.958385,f,Kisii,Kisii North (Nyamira)
15,Ainamoi,2,Rift Valley,Kericho,Ainamoi,KE0016,,945,Polygon,,2026-03-04 16:05:49.787824,2026-03-04 16:27:31.632688,f,Kericho,Ainamoi
264,Gaichanjiru,5,Central,Maragwa,Kandara,KE0265,,542,Polygon,,2026-03-04 16:05:52.453903,2026-03-04 16:27:34.08445,f,,Kandara
276,Gatanga,4,Central,Thika,Gatanga,KE0277,,549,Polygon,,2026-03-04 16:05:52.523497,2026-03-04 16:27:34.177747,f,,Gatanga
278,Gathaite,8,Central,Thika,Kamwangi,KE0279,,,,,2026-03-04 16:05:52.533573,2026-03-04 16:27:34.189558,f,,Kamwangi
284,Gatongora,1,Central,Thika,Ruiru,KE0285,,571,Polygon,,2026-03-04 16:05:52.564694,2026-03-04 16:27:34.219628,f,,Ruiru
291,Gembe,6,Nyanza,Suba,Mbita,KE0292,,1255,Polygon,,2026-03-04 16:05:52.600519,2026-03-04 16:27:34.250928,f,,Mbita
303,Githumu/Gichagi-ini,3,Central,Maragwa,Kandara,KE0304,,,,,2026-03-04 16:05:52.661868,2026-03-04 16:27:34.457359,f,,Kandara
306,Gitothua,2,Central,Thika,Ruiru,KE0307,,569,Polygon,,2026-03-04 16:05:52.698704,2026-03-04 16:27:34.465338,f,,Ruiru
307,Gituamba,6,Central,Thika,Kamwangi,KE0308,,555,Polygon,,2026-03-04 16:05:52.728119,2026-03-04 16:27:34.471328,f,,Kamwangi
311,Gokeharaka/Getembw,4,Nyanza,Kuria,Kehancha,KE0312,,1296,Polygon,spelling,2026-03-04 16:05:52.775143,2026-03-04 16:27:34.489795,f,,Kehancha
312,Golbo,7,Eastern,Moyale,Golbo,KE0313,,224,Polygon,,2026-03-04 16:05:52.782207,2026-03-04 16:27:34.49608,f,,Golbo
253,Esise,3,Nyanza,Kisii North (Nyamira),Borabu,KE0254,,1365,Polygon,,2026-03-04 16:05:52.253951,2026-03-04 16:09:21.137268,f,Kisii,Kisii North (Nyamira)
255,Evurore,8,Eastern,Mbeere,Evurore,KE0256,,330,Polygon,,2026-03-04 16:05:52.295446,2026-03-04 16:09:21.146709,f,Embu,Mbeere
263,Gachuba,3,Nyanza,Kisii North (Nyamira),Rigoma,KE0264,,1347,Polygon,,2026-03-04 16:05:52.446238,2026-03-04 16:09:21.18463,f,Kisii,Kisii North (Nyamira)
267,Ganda,4,Coast,Malindi,Malindi,KE0268,,77,Polygon,,2026-03-04 16:05:52.473296,2026-03-04 16:09:21.224733,f,Kilifi,Malindi
268,Ganga,4,Eastern,Meru South,Mwimbi,KE0269,,299,Polygon,,2026-03-04 16:05:52.479309,2026-03-04 16:09:21.24314,f,Meru,Meru South
270,Garashi,9,Coast,Malindi,Marafa,KE0271,,84,Polygon,,2026-03-04 16:05:52.491687,2026-03-04 16:09:21.280167,f,Kilifi,Malindi
285,Gatunga,6,Eastern,Tharaka,Tharaka North,KE0286,,306,Polygon,,2026-03-04 16:05:52.569929,2026-03-04 16:09:21.372944,f,Tharaka Nithi,Tharaka
289,Gem East/Rangwe,4,Nyanza,Homa Bay,Rangwe,KE0290,,,,,2026-03-04 16:05:52.591248,2026-03-04 16:09:21.392065,f,Homa Bay,Rangwe
290,Gem West,3,Nyanza,Homa Bay,Rangwe,KE0291,,,,,2026-03-04 16:05:52.595828,2026-03-04 16:09:21.396543,f,Homa Bay,Rangwe
293,Gesusu,9,Nyanza,Kisii Central,Kiamokama,KE0294,,1329,Polygon,,2026-03-04 16:05:52.609854,2026-03-04 16:09:21.410248,f,Kisii,Kisii Central
295,Getenga,3,Nyanza,Gucha (kisii South),Etago,KE0296,,1310,Polygon,,2026-03-04 16:05:52.620255,2026-03-04 16:09:21.420388,f,Kisii,Gucha (kisii South)
17,Airport,1,Coast,Mombasa,Changamwe,KE0018,,3,Polygon,,2026-03-04 16:05:49.813662,2026-03-04 16:27:31.709602,f,Mombasa,Changamwe
318,Gwassi North,7,Nyanza,Suba,Gwassi,KE0319,,1258,Polygon,,2026-03-04 16:05:52.821071,2026-03-04 16:27:34.552134,f,,Gwassi
16,Airbase,1,Nairobi,Nairobi,Pumwani,KE0017,,1437,Polygon,,2026-03-04 16:05:49.801235,2026-03-04 16:26:00.435401,f,Nairobi,Pumwani
319,Gwassi South,8,Nyanza,Suba,Gwassi,KE0320,,1257,Polygon,,2026-03-04 16:05:52.82641,2026-03-04 16:27:34.560691,f,,Gwassi
