id,iebc_ward_name,count,province,district,division,pcode,status,no,shape_type,status_1,created_at,updated_at,voided,county,constituency
1197,Sangailu,5,North Eastern,Ijara,Sangailu,KE1198,,158,Polygon,,2026-03-04 16:05:58.80536,2026-03-04 16:27:40.656417,f,,Sangailu
1215,Shankoe,7,Rift Valley,Transmara,Kilgoris,KE1216,,884,Polygon,,2026-03-04 16:05:58.892798,2026-03-04 16:27:40.725088,f,,Kilgoris
1254,Sololo,4,Eastern,Moyale,Obbu,KE1255,,222,Polygon,,2026-03-04 16:05:59.158263,2026-03-04 16:27:41.002067,f,,Obbu
1196,Sameta/Mokwerero,3,Nyanza,Gucha (kisii South),Sameta,KE1197,,1321,Polygon,,2026-03-04 16:05:58.800476,2026-03-04 16:09:29.198542,f,Kisii,Gucha (kisii South)
1208,Sensi,2,Nyanza,Kisii Central,Marani,KE1209,,1338,Polygon,,2026-03-04 16:05:58.8587,2026-03-04 16:09:29.251143,f,Kisii,Kisii Central
54,Bangale,4,Coast,Tana River,Bangale,KE0055,,98,Polygon,,2026-03-04 16:05:50.42879,2026-03-04 16:27:32.034856,f,Tana River,Bangale
1288,Tagare,4,Nyanza,Kuria,Mabera,KE1289,,1294,Polygon,,2026-03-04 16:05:59.455215,2026-03-04 16:27:41.226828,f,,Mabera
1299,Tebesonik,7,Rift Valley,Bureti,Roret,KE1300,,951,Polygon,,2026-03-04 16:05:59.509093,2026-03-04 16:27:41.286732,f,,Roret
1309,Theta,1,Central,Thika,Ruiru,KE1310,,560,Polygon,,2026-03-04 16:05:59.554149,2026-03-04 16:27:41.335697,f,,Ruiru
1262,South East Nyakach,3,Nyanza,Nyando,Upper Nyakach,KE1263,,1220,Polygon,,2026-03-04 16:05:59.193323,2026-03-04 16:09:29.55638,f,Kisumu,Nyando
1265,South Kanyajuok,5,Nyanza,Migori,Rongo,KE1266,,,,,2026-03-04 16:05:59.20587,2026-03-04 16:09:29.567717,f,Migori,Rongo
1268,South Sakwa,15,Nyanza,Bondo,Maranda,KE1269,,1266,Polygon,,2026-03-04 16:05:59.218875,2026-03-04 16:09:29.579515,f,Siaya,Bondo
1269,South Uyoma,3,Nyanza,Bondo,Madiany,KE1270,,1184,Polygon,,2026-03-04 16:05:59.223652,2026-03-04 16:09:29.583741,f,Siaya,Bondo
1271,South West Nyakach,3,Nyanza,Nyando,Upper Nyakach,KE1272,,1216,Polygon,,2026-03-04 16:05:59.233602,2026-03-04 16:09:29.594299,f,Kisumu,Nyando
1287,Tabaka,3,Nyanza,Gucha (kisii South),Nyamarambe,KE1288,,1305,Polygon,,2026-03-04 16:05:59.450029,2026-03-04 16:09:29.747866,f,Kisii,Gucha (kisii South)
1313,Timau,5,Eastern,Meru Central,Timau,KE1314,,281,Polygon,,2026-03-04 16:05:59.571938,2026-03-04 16:09:29.981635,f,Meru,Meru Central
61,Barut,7,Rift Valley,Nakuru,Bahati,KE0062,,870,Polygon,,2026-03-04 16:05:50.667989,2026-03-04 16:27:32.085044,f,Nakuru,Bahati
1327,Township(Moyale),3,Eastern,Moyale,Central,KE1328,,225,Polygon,,2026-03-04 16:05:59.637423,2026-03-04 16:27:41.459678,f,,Imenti Central
1330,Township(Thika),2,Central,Thika,Thika Municipality,KE1331,,,,,2026-03-04 16:05:59.655624,2026-03-04 16:27:41.470722,f,,Thika Municipality
1350,Uran,7,Eastern,Moyale,Uran,KE1351,,226,Polygon,,2026-03-04 16:05:59.874618,2026-03-04 16:27:41.543165,f,,Uran
1329,Township(Nyamira),1,Nyanza,Kisii North (Nyamira),Nyamira,KE1330,,,,,2026-03-04 16:05:59.649058,2026-03-04 16:09:30.062702,f,Kisii,Kisii North (Nyamira)
1360,Wusi/Kishamba,6,Coast,Taita,Mwatate,KE1361,,124,Polygon,,2026-03-04 16:05:59.922272,2026-03-04 16:09:30.305366,f,Taita Taveta,Taita
1410,Witeithie,2,Central,Thika,Ruiru,KE1411,,562,Polygon,,2026-03-04 16:06:00.26173,2026-03-04 16:27:41.774084,f,,Ruiru
62,Barwago,3,North Eastern,Wajir,Central,KE0063,,170,Polygon,,2026-03-04 16:05:50.676583,2026-03-04 16:26:00.75956,f,Wajir,Imenti Central
1,Got Kachola,5,Nyanza,Migori,Nyatike,KE0001,,1287,Polygon,done,2026-03-04 16:05:19.860453,2026-03-04 16:09:19.429378,f,Migori,Nyatike
4,Abakaile,2,North Eastern,Garissa,Dadaab,KE0005,,151,Polygon,,2026-03-04 16:05:49.631961,2026-03-04 16:09:19.461627,f,Garissa,Dadaab
20,Akithi,10,Eastern,Meru North,Akithi,KE0021,,267,Polygon,spelling,2026-03-04 16:05:49.852274,2026-03-04 16:09:19.556308,f,Meru,Meru North
42,Athiru Runjine,3,Eastern,Meru North,Ndoleli,KE0043,,257,Polygon,spelling,2026-03-04 16:05:50.195586,2026-03-04 16:09:19.745191,f,Meru,Meru North
63,Bassi Bogetaorio,6,Nyanza,Gucha (kisii South),Nyacheki,KE0064,,1319,Polygon,,2026-03-04 16:05:50.702233,2026-03-04 16:09:19.887487,f,Kisii,Gucha (kisii South)
64,Bassi Central,4,Nyanza,Gucha (kisii South),Nyamache,KE0065,,1317,Polygon,spelling,2026-03-04 16:05:50.722508,2026-03-04 16:09:19.916493,f,Kisii,Gucha (kisii South)
75,Bobasi/Boitangare,3,Nyanza,Gucha (kisii South),Sameta,KE0076,,1322,Polygon,,2026-03-04 16:05:50.8435,2026-03-04 16:09:20.001729,f,Kisii,Gucha (kisii South)
82,Boikanga,3,Nyanza,Gucha (kisii South),Nyamarambe,KE0083,,1306,Polygon,,2026-03-04 16:05:50.883524,2026-03-04 16:09:20.0368,f,Kisii,Gucha (kisii South)
90,Bomwagamo,4,Nyanza,Kisii North (Nyamira),Nyamusi,KE0091,,1358,Polygon,,2026-03-04 16:05:50.931946,2026-03-04 16:09:20.076799,f,Kisii,Kisii North (Nyamira)
96,Bosamaro,4,Nyanza,Kisii North (Nyamira),Nyamira,KE0097,,1354,Polygon,,2026-03-04 16:05:50.969542,2026-03-04 16:09:20.103429,f,Kisii,Kisii North (Nyamira)
139,Central Sakwa,5,Nyanza,Bondo,Nyang'oma,KE0140,,1176,Polygon,,2026-03-04 16:05:51.490507,2026-03-04 16:09:20.376401,f,Siaya,Bondo
1385,Watamu,4,Coast,Malindi,Malindi,KE1386,,56,Polygon,,2026-03-04 16:06:00.141805,2026-03-04 16:09:30.529165,f,Kilifi,Malindi
1390,Werugha,5,Coast,Taita,Wundanyi,KE1391,,117,Polygon,,2026-03-04 16:06:00.167891,2026-03-04 16:09:30.566801,f,Taita Taveta,Taita
1391,West  Asembo,5,Nyanza,Bondo,Rarieda,KE1392,,1182,Polygon,,2026-03-04 16:06:00.172921,2026-03-04 16:09:30.572518,f,Siaya,Bondo
1397,West Kanyamkago,3,Nyanza,Migori,Uriri,KE1398,,1277,Polygon,,2026-03-04 16:06:00.202086,2026-03-04 16:09:30.606161,f,Migori,Uriri
1398,West Karachuonyo,8,Nyanza,Rachuonyo,West Karachuonyo,KE1399,,1230,Polygon,,2026-03-04 16:06:00.206585,2026-03-04 16:09:30.611263,f,Homa Bay,Karachuonyo
1399,West Kasipul,9,Nyanza,Rachuonyo,Kasipul,KE1400,,1221,Polygon,,2026-03-04 16:06:00.210942,2026-03-04 16:09:30.616318,f,Homa Bay,Rachuonyo
1402,West Nyakach,5,Nyanza,Nyando,Upper Nyakach,KE1403,,1219,Polygon,,2026-03-04 16:06:00.223959,2026-03-04 16:09:30.630864,f,Kisumu,Nyando
1404,West Sakwa,9,Nyanza,Bondo,Maranda,KE1405,,1267,Polygon,,2026-03-04 16:06:00.233094,2026-03-04 16:09:30.64014,f,Siaya,Bondo
1408,West Uyoma,5,Nyanza,Bondo,Madiany,KE1409,,1185,Polygon,,2026-03-04 16:06:00.252197,2026-03-04 16:09:30.659689,f,Siaya,Bondo
1415,Wumingu/kishushe,5,Coast,Taita,Wundanyi,KE1416,,118,Polygon,,2026-03-04 16:06:00.284607,2026-03-04 16:09:30.691231,f,Taita Taveta,Taita
1418,Yimbo East,6,Nyanza,Bondo,Usigu,KE1419,,1178,Polygon,,2026-03-04 16:06:00.299336,2026-03-04 16:09:30.70572,f,Siaya,Bondo
1419,Yimbo West,4,Nyanza,Bondo,Usigu,KE1420,,1175,Polygon,,2026-03-04 16:06:00.303949,2026-03-04 16:09:30.709968,f,Siaya,Bondo
159,Chemelil/Chemase,7,Rift Valley,Nandi,Nandi Hills,KE0160,,753,Polygon,,2026-03-04 16:05:51.606886,2026-03-04 16:27:32.998957,f,Nandi,Nandi Hills
358,Ilkerin,4,Rift Valley,Transmara,Kirindon,KE0359,,887,Polygon,spelling,2026-03-04 16:05:53.141775,2026-03-04 16:27:34.966068,f,,Kirindon
186,Chiakariga,15,Eastern,Tharaka,Tharaka South,KE0187,,309,Polygon,spelling,2026-03-04 16:05:51.742495,2026-03-04 16:09:20.611141,f,Tharaka Nithi,Tharaka
194,Dabaso,4,Coast,Malindi,Malindi,KE0195,,54,Polygon,,2026-03-04 16:05:51.789458,2026-03-04 16:09:20.647952,f,Kilifi,Malindi
222,East Kano/Wawidhi,5,Nyanza,Nyando,Nyando,KE0223,,1206,Polygon,,2026-03-04 16:05:52.081049,2026-03-04 16:09:20.844056,f,Kisumu,Nyando
292,Gesima,5,Nyanza,Kisii North (Nyamira),Rigoma,KE0293,,1351,Polygon,,2026-03-04 16:05:52.605149,2026-03-04 16:09:21.406025,f,Kisii,Kisii North (Nyamira)
315,Goreale,1,North Eastern,Garissa,Shant-abak,KE0316,,142,Polygon,,2026-03-04 16:05:52.803388,2026-03-04 16:09:21.542485,f,Garissa,Fafi
460,Kanyamwa/Kalogi,7,Nyanza,Homa Bay,Ndhiwa,KE0461,,1250,Polygon,,2026-03-04 16:05:53.841835,2026-03-04 16:09:22.634359,f,Homa Bay,Ndhiwa
544,Kemera,6,Nyanza,Kisii North (Nyamira),Manga,KE0545,,1348,Polygon,spelling,2026-03-04 16:05:54.371745,2026-03-04 16:09:23.604202,f,Kisii,Kisii North (Nyamira)
554,Kiabonyoru,4,Nyanza,Kisii North (Nyamira),Ekerenyo,KE0555,,1363,Polygon,,2026-03-04 16:05:54.435373,2026-03-04 16:09:23.751763,f,Kisii,Kisii North (Nyamira)
565,Kibirichia,8,Eastern,Meru Central,Abothuguchi West,KE0566,,289,Polygon,,2026-03-04 16:05:54.490207,2026-03-04 16:09:23.891881,f,Meru,Imenti Central
673,Konyu,4,Central,Nyeri,Mathira,KE0674,,480,Polygon,,2026-03-04 16:05:55.164023,2026-03-04 16:27:37.579889,f,Nyeri,Mathira
893,Mfang'ano Island,6,Nyanza,Suba,Mfang'ano,KE0894,,1252,Polygon,spelling,2026-03-04 16:05:56.779851,2026-03-04 16:27:39.194055,f,,Mfang'ano
920,Mogondo,3,Rift Valley,Transmara,Kirindon,KE0921,,889,Polygon,,2026-03-04 16:05:56.913637,2026-03-04 16:27:39.336848,f,,Kirindon
639,Kisii Central,3,Nyanza,Kisii Central,Kiogoro,KE0640,,1332,Polygon,,2026-03-04 16:05:54.939618,2026-03-04 16:09:25.01995,f,Kisii,Kisii Central
657,Kochia,10,Nyanza,Homa Bay,Rangwe,KE0658,,1240,Polygon,,2026-03-04 16:05:55.088779,2026-03-04 16:09:25.313774,f,Homa Bay,Rangwe
786,Magombo,5,Nyanza,Kisii North (Nyamira),Manga,KE0787,,1349,Polygon,,2026-03-04 16:05:55.903036,2026-03-04 16:09:26.515545,f,Kisii,Kisii North (Nyamira)
794,Mahoo,2,Coast,Taita,Taita/taveta,KE0795,,112,Polygon,,2026-03-04 16:05:56.003795,2026-03-04 16:09:26.550663,f,Taita Taveta,Taita
815,Manga,4,Nyanza,Kisii North (Nyamira),Manga,KE0816,,1350,Polygon,,2026-03-04 16:05:56.138628,2026-03-04 16:09:26.645057,f,Kisii,Kisii North (Nyamira)
831,Marani,4,Nyanza,Kisii Central,Marani,KE0832,,1339,Polygon,,2026-03-04 16:05:56.294519,2026-03-04 16:09:26.717157,f,Kisii,Kisii Central
846,Masige West,6,Nyanza,Gucha (kisii South),Nyamache,KE0847,,1315,Polygon,,2026-03-04 16:05:56.382421,2026-03-04 16:09:26.787351,f,Kisii,Gucha (kisii South)
981,Muthambi,6,Eastern,Meru South,Muthambi,KE0982,,297,Polygon,,2026-03-04 16:05:57.356514,2026-03-04 16:09:27.707804,f,Meru,Meru South
998,Mwamonari,2,Nyanza,Kisii Central,Marani,KE0999,,,,,2026-03-04 16:05:57.500726,2026-03-04 16:09:27.780936,f,Kisii,Kisii Central
55,Banissa,2,North Eastern,Mandera,Malkamari,KE0056,,196,Polygon,,2026-03-04 16:05:50.479543,2026-03-04 16:27:32.04463,f,Mandera,Malkamari
1019,Naathu,2,Eastern,Meru North,Mutuati,KE1020,,264,Polygon,,2026-03-04 16:05:57.600227,2026-03-04 16:09:27.87119,f,Meru,Meru North
56,Banja,4,Western,Vihiga,Tiriki West,KE0057,,1064,Polygon,,2026-03-04 16:05:50.509403,2026-03-04 16:27:32.050053,f,Vihiga,Tiriki West
57,Baragwi,4,Central,Kirinyaga,Gichugu,KE0058,,505,Polygon,,2026-03-04 16:05:50.526819,2026-03-04 16:27:32.058531,f,Kirinyaga,Gichugu
1106,Nyabasi East,6,Nyanza,Kuria,Kegonga,KE1107,,1299,Polygon,,2026-03-04 16:05:58.120416,2026-03-04 16:27:40.276059,f,,Kegonga
1121,Nyansiongo,2,Nyanza,Kisii North (Nyamira),Borabu,KE1122,,1364,Polygon,,2026-03-04 16:05:58.185386,2026-03-04 16:09:28.468587,f,Kisii,Kisii North (Nyamira)
1266,South Kanyamkago,4,Nyanza,Migori,Uriri,KE1267,,1280,Polygon,,2026-03-04 16:05:59.210045,2026-03-04 16:09:29.571676,f,Migori,Uriri
1305,Thangatha,5,Eastern,Meru North,Tigania East,KE1306,,271,Polygon,,2026-03-04 16:05:59.536299,2026-03-04 16:09:29.85153,f,Meru,Meru North
1377,Wang'chieng,9,Nyanza,Rachuonyo,East Karachuonyo,KE1378,,1235,Polygon,,2026-03-04 16:06:00.085411,2026-03-04 16:09:30.391693,f,Homa Bay,Karachuonyo
1416,Wundanyi,7,Coast,Taita,Wundanyi,KE1417,,116,Polygon,spelling,2026-03-04 16:06:00.289432,2026-03-04 16:09:30.695797,f,Taita Taveta,Taita
67,Batei,8,Rift Valley,West Pokot,Chepareria,KE0068,,658,Polygon,,2026-03-04 16:05:50.783387,2026-03-04 16:27:32.138562,f,West Pokot,Chepareria
68,Benane,2,North Eastern,Garissa,Benane,KE0069,,184,Polygon,,2026-03-04 16:05:50.793437,2026-03-04 16:27:32.168392,f,Garissa,Benane
69,Biashara,6,Rift Valley,Nakuru,Olenguruone,KE0070,,570,Polygon,,2026-03-04 16:05:50.801573,2026-03-04 16:27:32.190517,f,Nakuru,Olenguruone
76,Bofu,1,Coast,Mombasa,Likoni,KE0077,,23,Polygon,,2026-03-04 16:05:50.849627,2026-03-04 16:27:32.213829,f,Mombasa,Likoni
87,Bokoli,4,Western,Bungoma,Webuye,KE0088,,1110,Polygon,,2026-03-04 16:05:50.91204,2026-03-04 16:27:32.261138,f,Bungoma,Webuye
99,Bukembe West,2,Western,Bungoma,Kanduyi,KE0100,,1096,Polygon,,2026-03-04 16:05:51.009545,2026-03-04 16:27:32.305367,f,Bungoma,Kanduyi
100,Bukhayo Central,3,Western,Busia,Nambale,KE0101,,1136,Polygon,,2026-03-04 16:05:51.04506,2026-03-04 16:27:32.313243,f,Busia,Nambale
101,Bukhayo East,4,Western,Busia,Nambale,KE0102,,1135,Polygon,,2026-03-04 16:05:51.084421,2026-03-04 16:27:32.319643,f,Busia,Nambale
102,Bukhayo North/ Walat,4,Western,Busia,Nambale,KE0103,,,,,2026-03-04 16:05:51.099481,2026-03-04 16:27:32.325991,f,Busia,Nambale
103,Bukhayo West,3,Western,Busia,Matayos,KE0104,,1137,Polygon,,2026-03-04 16:05:51.109707,2026-03-04 16:27:32.332032,f,Busia,Matayos
107,Bumula,4,Western,Bungoma,Bumula,KE0108,,1090,Polygon,,2026-03-04 16:05:51.140092,2026-03-04 16:27:32.349853,f,Bungoma,Bumula
70,Bibirioni,1,Central,Kiambu,Limuru,KE0071,,601,Polygon,,2026-03-04 16:05:50.809211,2026-03-04 16:26:00.901089,f,Kiambu,Limuru
71,Bidii,1,Rift Valley,Trans Nzoia,Central,KE0072,,679,Polygon,,2026-03-04 16:05:50.81647,2026-03-04 16:26:00.909265,f,Trans Nzoia,Imenti Central
108,Buna,3,North Eastern,Wajir,Buna,KE0109,,,,,2026-03-04 16:05:51.147185,2026-03-04 16:27:32.357461,f,Wajir,Buna
110,Bunyala East,2,Western,Kakamega,Navakholo,KE0111,,1018,Polygon,,2026-03-04 16:05:51.160207,2026-03-04 16:27:32.368954,f,Kakamega,Navakholo
111,Bunyala North,5,Western,Busia,Budalangi,KE0112,,1153,Polygon,,2026-03-04 16:05:51.16677,2026-03-04 16:27:32.376364,f,Busia,Budalangi
112,Bunyala South,9,Western,Busia,Budalangi,KE0113,,1155,Polygon,,2026-03-04 16:05:51.17323,2026-03-04 16:27:32.385096,f,Busia,Budalangi
113,Bunyala West,8,Western,Kakamega,Navakholo,KE0114,,1017,Polygon,,2026-03-04 16:05:51.179932,2026-03-04 16:27:32.395026,f,Kakamega,Navakholo
116,Burder,3,North Eastern,Wajir,Diif,KE0117,,185,Polygon,,2026-03-04 16:05:51.197468,2026-03-04 16:27:32.401122,f,Wajir,Diif
119,Busibwabo,3,Western,Busia,Matayos,KE0120,,1140,Polygon,,2026-03-04 16:05:51.214383,2026-03-04 16:27:32.412868,f,Busia,Matayos
120,Butali/Chegulo,4,Western,Kakamega,Kabras,KE0121,,1005,Polygon,,2026-03-04 16:05:51.219725,2026-03-04 16:27:32.429499,f,Kakamega,Kabras
121,Bute,3,North Eastern,Wajir,Bute,KE0122,,162,Polygon,,2026-03-04 16:05:51.225005,2026-03-04 16:27:32.449589,f,Wajir,Bute
123,Butsotso Central,3,Western,Kakamega,Lurambi,KE0124,,1011,Polygon,,2026-03-04 16:05:51.235547,2026-03-04 16:27:32.52253,f,Kakamega,Lurambi
126,Bwake/Luuya,3,Western,Bungoma,Nalondo,KE0127,,1087,Polygon,,2026-03-04 16:05:51.255353,2026-03-04 16:27:32.587,f,Bungoma,Nalondo
127,Bwiri,4,Western,Busia,Funyula,KE0128,,1151,Polygon,,2026-03-04 16:05:51.263817,2026-03-04 16:27:32.600001,f,Busia,Funyula
129,Central,25,Central,Nyandarua,Ndaragwa,KE0130,,340,Polygon,,2026-03-04 16:05:51.277416,2026-03-04 16:27:32.61158,f,Nyandarua,Ndaragwa
131,Central Bunyore,6,Western,Vihiga,Emuhaya,KE0132,,1074,Polygon,,2026-03-04 16:05:51.3238,2026-03-04 16:27:32.632751,f,Vihiga,Emuhaya
115,Burat,3,Eastern,Isiolo,Central,KE0116,,246,Polygon,,2026-03-04 16:05:51.191706,2026-03-04 16:26:01.117907,f,Isiolo,Imenti Central
132,Central Gem,5,Nyanza,Siaya,Yala,KE0133,,1171,Polygon,,2026-03-04 16:05:51.338802,2026-03-04 16:27:32.679781,f,Siaya,Yala
117,Burumba,1,Western,Busia,Township,KE0118,,1141,Polygon,,2026-03-04 16:05:51.203053,2026-03-04 16:26:01.130858,f,Busia,Garissa Township
136,Central Kisumu,3,Nyanza,Kisumu,Winam,KE0137,,1192,Polygon,,2026-03-04 16:05:51.462427,2026-03-04 16:27:32.708502,f,Kisumu,Winam
137,Central Maragoli,4,Western,Vihiga,Vihiga,KE0138,,1053,Polygon,,2026-03-04 16:05:51.472063,2026-03-04 16:27:32.722354,f,Vihiga,
141,Chaani,1,Coast,Mombasa,Changamwe,KE0142,,5,Polygon,,2026-03-04 16:05:51.504957,2026-03-04 16:27:32.737,f,Mombasa,Changamwe
142,Chaik,2,Rift Valley,Kericho,Belgut,KE0143,,960,Polygon,,2026-03-04 16:05:51.512003,2026-03-04 16:27:32.743113,f,Kericho,Belgut
146,Changamwe,1,Coast,Mombasa,Changamwe,KE0147,,4,Polygon,,2026-03-04 16:05:51.536992,2026-03-04 16:27:32.784355,f,Mombasa,Changamwe
147,Charagita,5,Central,Nyandarua,Ol Joro Orok,KE0148,,461,Polygon,,2026-03-04 16:05:51.543908,2026-03-04 16:27:32.803463,f,Nyandarua,Ol Joro Orok
148,Chari,4,Eastern,Isiolo,Merti,KE0149,,243,Polygon,,2026-03-04 16:05:51.549263,2026-03-04 16:27:32.853344,f,Isiolo,Merti
128,Califonia,1,Nairobi,Nairobi,Pumwani,KE0129,,1438,Polygon,,2026-03-04 16:05:51.270385,2026-03-04 16:26:01.245479,f,Nairobi,Pumwani
149,Chasimba,5,Coast,Kilifi,Chonyi,KE0150,,61,Polygon,,2026-03-04 16:05:51.555053,2026-03-04 16:27:32.907349,f,Kilifi,Chonyi
153,Chebukwabi,2,Western,Bungoma,Kimilili,KE0154,,,,,2026-03-04 16:05:51.576927,2026-03-04 16:27:32.953565,f,Bungoma,Kimilili
154,Chebunyo,9,Rift Valley,Bomet,Siongiroi,KE0155,,974,Polygon,,2026-03-04 16:05:51.582183,2026-03-04 16:27:32.964206,f,Bomet,Siongiroi
155,Chekalaini,2,Western,Kakamega,Lugari,KE0156,,994,Polygon,spelling,2026-03-04 16:05:51.587735,2026-03-04 16:27:32.972195,f,Kakamega,Lugari
157,Chemaner,6,Rift Valley,Bomet,Longisa,KE0158,,980,Polygon,,2026-03-04 16:05:51.597522,2026-03-04 16:27:32.99006,f,Bomet,Longisa
161,Chemuche,4,Western,Kakamega,Kabras,KE0162,,1003,Polygon,,2026-03-04 16:05:51.615972,2026-03-04 16:27:33.011761,f,Kakamega,Kabras
163,Chengoni/Samburu,5,Coast,Kwale,Samburu,KE0164,,48,Polygon,,2026-03-04 16:05:51.625179,2026-03-04 16:27:33.025639,f,Kwale,
164,Chepareria,14,Rift Valley,West Pokot,Chepareria,KE0165,,657,Polygon,,2026-03-04 16:05:51.629522,2026-03-04 16:27:33.099376,f,West Pokot,Chepareria
165,Chepchabas,3,Rift Valley,Kericho,Belgut,KE0166,,986,Polygon,,2026-03-04 16:05:51.633882,2026-03-04 16:27:33.14344,f,Kericho,Belgut
166,Chepchoina,3,Rift Valley,Trans Nzoia,Endebes,KE0167,,680,Polygon,,2026-03-04 16:05:51.63859,2026-03-04 16:27:33.193628,f,Trans Nzoia,Endebes
168,Chepkumia,2,Rift Valley,Nandi,Kapsabet,KE0169,,770,Polygon,,2026-03-04 16:05:51.64927,2026-03-04 16:27:33.215216,f,Nandi,Kapsabet
169,Chepkunyuk,24,Rift Valley,Nandi,O'llessos,KE0170,,762,Polygon,,2026-03-04 16:05:51.654041,2026-03-04 16:27:33.223004,f,Nandi,O'llessos
171,Chepseon,7,Rift Valley,Kericho,Kipkelion,KE0172,,938,Polygon,,2026-03-04 16:05:51.66276,2026-03-04 16:27:33.240965,f,Kericho,Kipkelion
172,Chepsiro/Kiptoror,4,Rift Valley,Trans Nzoia,Cherangany,KE0173,,699,Polygon,,2026-03-04 16:05:51.667158,2026-03-04 16:27:33.248602,f,Trans Nzoia,Cherangany
174,Chepterwai,9,Rift Valley,Nandi,Kipkaren,KE0175,,774,Polygon,,2026-03-04 16:05:51.675949,2026-03-04 16:27:33.259739,f,Nandi,Kipkaren
175,Cheptiret/Kipchamo,6,Rift Valley,Uasin Gishu,Kesses,KE0176,,728,Polygon,,2026-03-04 16:05:51.680649,2026-03-04 16:27:33.265539,f,Uasin Gishu,Kesses
178,Cherab,9,Eastern,Isiolo,Merti,KE0179,,244,Polygon,,2026-03-04 16:05:51.695591,2026-03-04 16:27:33.282484,f,Isiolo,Merti
180,Cherangany/Suwerwa,6,Rift Valley,Trans Nzoia,Cherangany,KE0181,,698,Polygon,spelling,2026-03-04 16:05:51.705787,2026-03-04 16:27:33.293134,f,Trans Nzoia,Cherangany
182,Chesoen,5,Rift Valley,Bomet,Bomet Central,KE0183,,984,Polygon,,2026-03-04 16:05:51.716396,2026-03-04 16:27:33.306114,f,Bomet,Bomet Central
183,Chevaywa,3,Western,Kakamega,Matete,KE0184,,995,Polygon,,2026-03-04 16:05:51.723245,2026-03-04 16:27:33.315171,f,Kakamega,Matete
184,Chewani,12,Coast,Tana River,Galole,KE0185,,94,Polygon,,2026-03-04 16:05:51.729601,2026-03-04 16:27:33.3351,f,Tana River,Galole
185,Chewele,4,Coast,Tana River,Bura,KE0186,,96,Polygon,,2026-03-04 16:05:51.735713,2026-03-04 16:27:33.371508,f,Tana River,Bura
188,Chinga,12,Central,Nyeri,Kieni West,KE0189,,485,Polygon,,2026-03-04 16:05:51.755214,2026-03-04 16:27:33.436431,f,Nyeri,Kieni West
190,Chuluni,4,Eastern,Kitui,Chuluni,KE0191,,361,Polygon,,2026-03-04 16:05:51.766576,2026-03-04 16:27:33.4465,f,Kitui,Chuluni
196,Dadaja Bula,4,North Eastern,Wajir,Diif,KE0197,,186,Polygon,spelling,2026-03-04 16:05:51.801626,2026-03-04 16:27:33.459106,f,Wajir,Diif
199,Danaba,3,North Eastern,Wajir,Gurar,KE0200,,166,Polygon,,2026-03-04 16:05:51.821004,2026-03-04 16:27:33.466087,f,Wajir,Gurar
204,Dandu,4,North Eastern,Mandera,Dandu,KE0205,,194,Polygon,,2026-03-04 16:05:51.848631,2026-03-04 16:27:33.472998,f,Mandera,Dandu
205,Danyere,6,North Eastern,Garissa,Danyere,KE0206,,136,Polygon,,2026-03-04 16:05:51.856,2026-03-04 16:27:33.479302,f,Garissa,Danyere
206,Dedan Kimathi,10,Central,Nyeri,Tetu,KE0207,,466,Polygon,,2026-03-04 16:05:51.862168,2026-03-04 16:27:33.486336,f,Nyeri,Tetu
208,Dela,1,North Eastern,Wajir,El-das,KE0209,,181,Polygon,spelling,2026-03-04 16:05:51.891136,2026-03-04 16:27:33.498058,f,Wajir,El-das
209,Derkale,1,North Eastern,Mandera,Banissa,KE0210,,197,Polygon,spelling,2026-03-04 16:05:51.935563,2026-03-04 16:27:33.505316,f,Mandera,Banissa
211,Dukana,4,Eastern,Marsabit,North Horr,KE0212,,228,Polygon,,2026-03-04 16:05:52.006463,2026-03-04 16:27:33.511152,f,Marsabit,North Horr
213,Dungicha,9,Coast,Kilifi,Bamba,KE0214,,,,,2026-03-04 16:05:52.026586,2026-03-04 16:27:33.52393,f,Kilifi,Bamba
214,Dzombo,2,Coast,Kwale,Lungalunga,KE0215,,36,Polygon,,2026-03-04 16:05:52.033389,2026-03-04 16:27:33.528891,f,Kwale,Lungalunga
215,East Alego,4,Nyanza,Siaya,Karemo,KE0216,,,,,2026-03-04 16:05:52.040572,2026-03-04 16:27:33.53709,f,Siaya,Karemo
217,East Bunyore,6,Western,Vihiga,Emuhaya,KE0218,,,,,2026-03-04 16:05:52.052964,2026-03-04 16:27:33.543337,f,Vihiga,Emuhaya
218,East Gem,4,Nyanza,Siaya,Yala,KE0219,,1173,Polygon,,2026-03-04 16:05:52.058862,2026-03-04 16:27:33.563095,f,Siaya,Yala
219,East Kabras,2,Western,Kakamega,Kabras,KE0220,,1004,Polygon,,2026-03-04 16:05:52.064529,2026-03-04 16:27:33.626696,f,Kakamega,Kabras
192,Cianda,4,Central,Kiambu,Kiambaa,KE0193,,586,Polygon,,2026-03-04 16:05:51.778263,2026-03-04 16:26:01.670152,f,Kiambu,Kiambaa
193,Clay City,1,Nairobi,Nairobi,Kasarani,KE0194,,1396,Polygon,,2026-03-04 16:05:51.783519,2026-03-04 16:26:01.67527,f,Nairobi,Kasarani
224,East Sang'alo,2,Western,Bungoma,Kanduyi,KE0225,,1101,Polygon,,2026-03-04 16:05:52.092391,2026-03-04 16:27:33.642349,f,Bungoma,Kanduyi
